@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute outputs-1 {0,1,2,3,4,5,6,7}

@data
380,'2019/09/24 10:49:53:433',7,-9873071,-6583167,-9345957,-5656918,-7829368,-8690341,-7772588,-7838637,-7641770,-7772072,-10399410,-9543591,-8165283,-7311002,-6918303,-7116453,-7379366,-7971500,-6850702,-6914436,-7434090,-9412771,-9019041,-5988704,-7569539,-10467518,-11387071,-5468277,-3297366,-6321268,-8618621,-10199198,-9146255,-5594467,-7502973,-10729409,-9415361,-3232348,-2639692,-4283229,-11318707,-10398121,-6061965,-7445164,-8432051,-8169912,-7839668,-7313063,-4942968,-4020832,-11317934,-10660263,-5931667,-7971758,-8695990,-9157315,-8432829,-9220797,-7113880,-5533043,-10723996,-9539720,-7567734,-6778474,-7109497,-8688532,-8952999,-5928835,-4414306,-5860718,-5983815,-1904913,-5262400,-7372928,-7705758,-7378852,-7115937,-7379622,-7376273,-6979456,-4137497,-6308136,-8350810,-10656917,-13554638,-10663873,-8034736,-7969196,-12110540,-9349810,-7821891,-9074277,-10853521,-12106422,-11120820,-8756919,-8428472,-8494776,-9678017,-8826821,?
381,'2019/09/24 10:49:53:466',7,-9873072,-6583167,-9345957,-5657174,-7829369,-8755877,-7772588,-7838637,-7641770,-7772072,-10399411,-9543592,-8165540,-7311003,-6984096,-7116453,-7379367,-7971500,-6784910,-6848645,-7499626,-9347235,-9018784,-5988704,-7569539,-10467518,-11387071,-5402741,-3231830,-6321269,-8683900,-10199198,-9146255,-5594467,-7502973,-10794945,-9349825,-3166813,-2639692,-4283229,-11318707,-10397865,-6061966,-7445420,-8432051,-8169911,-7774131,-7313063,-4942968,-4086368,-11317935,-10660264,-5931667,-7971758,-8695735,-9222595,-8432830,-9220542,-7113880,-5533042,-10723994,-9474185,-7501942,-6844009,-7109498,-8688532,-8952999,-5928834,-4414561,-5860718,-5983814,-2035729,-5393730,-7373185,-7640222,-7378852,-7115937,-7379878,-7310736,-6979456,-4203033,-6373672,-8416346,-10657172,-13554639,-10663873,-7969201,-7903659,-12110540,-9415346,-7821635,-9074021,-10918801,-12106422,-11120820,-8822712,-8428470,-8494777,-9678017,-8892356,?
382,'2019/09/24 10:49:53:500',7,-9938607,-6583167,-9411492,-5656918,-7829368,-8690342,-7772587,-7838637,-7641770,-7772072,-10464948,-9543848,-8100003,-7310746,-6983839,-7116453,-7379366,-8037035,-6784911,-6914181,-7434090,-9412771,-9019041,-6054498,-7635331,-10598847,-11518400,-5468276,-3297366,-6321268,-8553084,-10199198,-9146255,-5594466,-7502973,-10795200,-9349826,-3232349,-2639692,-4283485,-11318707,-10463401,-5996430,-7445420,-8432051,-8169912,-7774132,-7313064,-4942968,-4020832,-11317935,-10660263,-5931667,-8037294,-8695736,-9157059,-8432829,-9286333,-7179416,-5533043,-10723995,-9539720,-7501941,-6778217,-7043961,-8688533,-8953000,-5928834,-4414305,-5860718,-6049351,-1970449,-5393987,-7373186,-7640221,-7378852,-7115937,-7379622,-7244945,-6979456,-4203033,-6373672,-8350810,-10657172,-13554638,-10663617,-8034736,-7903659,-12045003,-9415602,-7821890,-9074277,-10853265,-12106422,-11120820,-8757176,-8428470,-8560313,-9743554,-8892356,?
383,'2019/09/24 10:49:53:533',7,-9938608,-6582912,-9411493,-5656917,-7894648,-8755878,-7772331,-7838637,-7641770,-7706792,-10464947,-9609384,-8165282,-7178903,-6918302,-7116708,-7444903,-8037036,-6850702,-6914181,-7434346,-9347234,-8953762,-6186598,-7766660,-10730175,-11649986,-5468533,-3231830,-6321269,-8618620,-10199453,-9211792,-5528931,-7502973,-10794945,-9349826,-3232349,-2639948,-4283229,-11318707,-10398120,-5996430,-7445420,-8497587,-8169911,-7774132,-7313320,-5008759,-4086368,-11252399,-10660263,-5931922,-8037294,-8630455,-9157059,-8432829,-9286333,-7114136,-5533043,-10723995,-9605513,-7501684,-6843752,-7043961,-8688532,-9018535,-5928834,-4414562,-5860718,-5983815,-1970450,-5394244,-7373186,-7640221,-7313317,-7115938,-7379622,-7310480,-7044992,-4137496,-6373672,-8350810,-10657172,-13554638,-10663874,-7969201,-7903659,-12044747,-9415602,-7821890,-9074276,-10853265,-12106423,-11186356,-8822712,-8362935,-8494777,-9743554,-8827076,?
384,'2019/09/24 10:49:53:566',7,-9938864,-6583168,-9411493,-5657173,-7894648,-8821413,-7706795,-7838637,-7641770,-7772328,-10399668,-9740457,-8230562,-7047059,-6918045,-7116453,-7444903,-8037036,-6850703,-6914182,-7499626,-9347235,-8888227,-6384235,-7766918,-10795712,-11649986,-5468534,-3231830,-6321269,-8618620,-10199198,-9146256,-5594467,-7502718,-10794944,-9415361,-3232349,-2639948,-4349021,-11318707,-10463656,-6061966,-7445164,-8432051,-8235448,-7774132,-7313320,-5008504,-4020831,-11252399,-10660264,-5931922,-7971758,-8695991,-9222851,-8432829,-9286333,-7114136,-5533043,-10723995,-9605257,-7501684,-6778216,-7043961,-8688533,-8953000,-5928835,-4414561,-5860718,-5983814,-1970706,-5459781,-7373187,-7640222,-7378852,-7115937,-7379622,-7244945,-6979456,-4203033,-6373672,-8350810,-10591636,-13554894,-10663873,-8034737,-7903660,-12044747,-9481139,-7821891,-9074276,-10853521,-12106423,-11186355,-8757176,-8428471,-8494522,-9743554,-8892613,?
385,'2019/09/24 10:49:53:600',7,-9938865,-6583167,-9345957,-5657174,-7894648,-8821414,-7772587,-7773100,-7641770,-7706535,-10465202,-9675176,-8295841,-6849681,-6851996,-7116453,-7444903,-8037292,-6916752,-6979974,-7434090,-9412771,-8822692,-6516335,-7832967,-10795968,-11584193,-5534326,-3297366,-6321526,-8618620,-10199454,-9211792,-5594466,-7502973,-10729409,-9349825,-3232349,-2639949,-4283485,-11318963,-10398121,-6061966,-7445420,-8432052,-8169912,-7839668,-7313319,-5008504,-4086368,-11317935,-10660264,-5931922,-7971757,-8695735,-9222851,-8498366,-9286334,-7113880,-5533043,-10723995,-9605257,-7501427,-6843752,-7109497,-8688533,-9018535,-5928835,-4414562,-5795182,-5983815,-1970706,-5460037,-7373442,-7640221,-7378852,-7115937,-7379622,-7310481,-7045248,-4137497,-6373672,-8351066,-10591636,-13489358,-10598082,-8034481,-7903660,-12044748,-9481138,-7821891,-9074277,-10919057,-12106422,-11120820,-8756920,-8428471,-8494777,-9743553,-8892613,?
386,'2019/09/24 10:49:53:633',7,-10004144,-6583167,-9411492,-5656918,-7894648,-8821413,-7772331,-7904172,-7641514,-7706535,-10464947,-9740713,-8295840,-6717837,-6851738,-7050661,-7444902,-8037037,-6982289,-6980230,-7434090,-9478051,-8757155,-6516849,-7898760,-10795968,-11584193,-5534326,-3297366,-6321525,-8618621,-10199198,-9211791,-5594466,-7502974,-10795201,-9349826,-3232349,-2639948,-4349022,-11384243,-10398121,-6061966,-7445420,-8497588,-8169912,-7839669,-7313320,-5008760,-4020832,-11317935,-10725799,-5997459,-7971759,-8695991,-9222851,-8498621,-9220797,-7179672,-5598578,-10723994,-9605257,-7501683,-6843752,-7109497,-8688532,-9018535,-5929090,-4414562,-5795182,-6049350,-2035986,-5460037,-7373442,-7640222,-7378852,-7115938,-7379623,-7310736,-7045249,-4203032,-6373672,-8351066,-10657172,-13554894,-10663618,-8034736,-7969196,-11979211,-9481138,-7821891,-9074276,-10853265,-12106422,-11186356,-8756920,-8428471,-8494522,-9743553,-8892613,?
387,'2019/09/24 10:49:53:666',7,-9938864,-6583167,-9345701,-5656918,-7829111,-8886949,-7707051,-7838637,-7575978,-7706536,-10464947,-9740713,-8295840,-6651788,-6851739,-7116196,-7444903,-8037292,-6916497,-6914438,-7434090,-9412514,-8691618,-6582642,-7898760,-10795712,-11584193,-5534325,-3297622,-6321525,-8618620,-10199453,-9146256,-5528931,-7502973,-10794945,-9349825,-3232349,-2639948,-4349021,-11384243,-10397865,-6061966,-7445163,-8497844,-8169912,-7839669,-7378856,-5074297,-4020831,-11317934,-10725800,-5997459,-7971758,-8695991,-9157058,-8498622,-9220541,-7113880,-5598578,-10723994,-9605257,-7567220,-6778216,-7109497,-8754068,-8952999,-5928835,-4414306,-5795182,-6049350,-2035986,-5459780,-7373186,-7640221,-7378853,-7115937,-7379878,-7376530,-7045249,-4203033,-6373672,-8350809,-10657172,-13554638,-10729154,-8034481,-7903660,-12110540,-9415346,-7821891,-9074276,-10918801,-12106166,-11120820,-8822456,-8428471,-8494521,-9677760,-8958149,?
388,'2019/09/24 10:49:53:700',7,-9938608,-6582912,-9345956,-5656917,-7829112,-8821413,-7772331,-7838636,-7575978,-7706791,-10464947,-9740457,-8295840,-6652044,-6851739,-7050916,-7379366,-8037292,-6916495,-6914438,-7434090,-9412770,-8691362,-6582386,-7898761,-10730176,-11518401,-5534325,-3297622,-6321525,-8618620,-10199198,-9146256,-5594467,-7502973,-10794945,-9349825,-3232605,-2639948,-4349021,-11318707,-10463657,-6061966,-7379627,-8497587,-8104119,-7839925,-7313320,-5008761,-4086368,-11317934,-10660264,-5997459,-7971758,-8695735,-9025729,-8564159,-9220540,-7114136,-5533043,-10723994,-9539721,-7567478,-6778216,-7109498,-8688533,-8952999,-5929091,-4414562,-5795182,-6049351,-1904913,-5393731,-7373185,-7705758,-7378852,-7115937,-7379878,-7442323,-7110785,-4203033,-6373672,-8416346,-10657172,-13554639,-10729154,-8034737,-7969197,-12110539,-9349809,-7821635,-9074277,-10853265,-12106422,-11120820,-8756921,-8428472,-8494521,-9612225,-8892614,?
389,'2019/09/24 10:49:53:733',7,-9938608,-6583168,-9411236,-5656918,-7894904,-8755877,-7772332,-7773101,-7641513,-7706791,-10464947,-9674920,-8230304,-6717838,-6851995,-7116453,-7379366,-8037036,-6850702,-6914437,-7434090,-9412515,-8756898,-6516593,-7898760,-10730176,-11518656,-5468789,-3297366,-6321525,-8618621,-10199198,-9146256,-5594466,-7502974,-10795201,-9415362,-3232349,-2574412,-4349021,-11318707,-10463657,-6061966,-7379627,-8497844,-8104119,-7839924,-7379112,-5074297,-4020832,-11317934,-10660264,-5997459,-7971758,-8695735,-9025729,-8498622,-9220540,-7113880,-5598578,-10723994,-9539721,-7567478,-6778217,-7109753,-8688532,-8952999,-5928835,-4414306,-5795438,-5983814,-1904913,-5327937,-7372929,-7705758,-7378853,-7115937,-7379878,-7508115,-7111041,-4203033,-6373671,-8350810,-10657172,-13554639,-10729154,-8034737,-7969196,-12176076,-9284017,-7821635,-9074276,-10918801,-12106422,-11120820,-8757176,-8428471,-8494522,-9546432,-8892870,?
390,'2019/09/24 10:49:53:767',7,-9938607,-6582912,-9345957,-5591382,-7829112,-8755877,-7706795,-7838635,-7641770,-7772071,-10464948,-9674920,-8230305,-6783631,-6852252,-7181989,-7379366,-8037037,-6850446,-6914180,-7434090,-9412770,-8822178,-6516335,-7833224,-10795712,-11584193,-5468533,-3232086,-6321269,-8618620,-10199453,-9146256,-5594467,-7502974,-10795201,-9349826,-3232605,-2639948,-4348765,-11318707,-10398121,-6062222,-7379627,-8497844,-8170168,-7905461,-7379112,-5074553,-4086368,-11317935,-10660264,-6062995,-7971502,-8695735,-9091522,-8498622,-9220541,-7114135,-5598578,-10723995,-9539464,-7567991,-6778217,-7109497,-8688532,-8952999,-5929091,-4348769,-5860718,-5983814,-1904913,-5261888,-7372928,-7771550,-7378852,-7115937,-7445415,-7573653,-7111298,-4203033,-6373672,-8416346,-10657171,-13554894,-10729410,-8034737,-7969196,-12110796,-9284017,-7821635,-9074277,-10918801,-12106422,-11120820,-8757176,-8428471,-8494520,-9546432,-8892870,?
391,'2019/09/24 10:49:53:800',7,-9938608,-6583168,-9345957,-5591638,-7829112,-8690341,-7706795,-7773100,-7641770,-7837608,-10464947,-9674919,-8164769,-6849681,-6918044,-7182245,-7379366,-8037292,-6784908,-6848644,-7434090,-9412770,-8887713,-6385006,-7832967,-10795713,-11649986,-5468532,-3297366,-6321269,-8618620,-10199197,-9146255,-5529187,-7502974,-10729665,-9415362,-3232606,-2639949,-4283229,-11318707,-10463657,-6061966,-7379627,-8563381,-8235961,-7905717,-7379113,-5074553,-4086368,-11317935,-10725800,-6062995,-7971758,-8695735,-9157315,-8564159,-9220541,-7113880,-5598579,-10723995,-9539464,-7567992,-6712938,-7043962,-8688532,-8952999,-5928835,-4414305,-5860718,-6049350,-1904913,-5196094,-7372671,-7771550,-7378852,-7115937,-7445415,-7639445,-7111043,-4137497,-6373672,-8350810,-10656916,-13554639,-10729409,-8034737,-7969197,-12176332,-9218482,-7756355,-9074276,-10853265,-12106422,-11120821,-8822456,-8428471,-8494521,-9480896,-8892870,?
392,'2019/09/24 10:49:53:833',7,-9938608,-6582911,-9411237,-5591638,-7829112,-8690085,-7706795,-7772843,-7641770,-7772327,-10464946,-9674919,-8099232,-6849938,-6918045,-7182245,-7379366,-8037036,-6719117,-6848388,-7434091,-9412770,-8822177,-6384493,-7832966,-10795968,-11649986,-5468276,-3297366,-6255733,-8618620,-10199197,-9146256,-5594723,-7502974,-10795200,-9349825,-3298141,-2639949,-4283485,-11318707,-10397865,-6061966,-7379627,-8497844,-8235961,-7840181,-7444649,-5074553,-4086368,-11317935,-10725799,-6062994,-7971758,-8695735,-9157058,-8564158,-9220541,-7113880,-5598578,-10723994,-9539464,-7567992,-6712681,-7043705,-8688275,-8887463,-5928835,-4348769,-5860718,-5983815,-1904913,-5261886,-7438207,-7771550,-7378852,-7115938,-7445414,-7639445,-7111042,-4203033,-6373672,-8350810,-10657172,-13554894,-10729410,-8034737,-7969197,-12241868,-9152688,-7821890,-9074021,-10853265,-12106166,-11186356,-8756920,-8362935,-8494521,-9480640,-8958406,?
393,'2019/09/24 10:49:53:870',7,-9873072,-6583167,-9345957,-5657173,-7829112,-8690085,-7706795,-7772844,-7641771,-7837864,-10399411,-9674664,-8099234,-6915731,-6918302,-7247781,-7379367,-8037036,-6653323,-6848387,-7434090,-9478307,-8887712,-6318955,-7832710,-10795712,-11649986,-5402740,-3297366,-6321269,-8618620,-10199198,-9146256,-5594724,-7502974,-10729408,-9415361,-3298142,-2639948,-4348765,-11318707,-10463400,-6061966,-7445420,-8497844,-8235704,-7905718,-7379370,-5074554,-4086368,-11317935,-10725800,-5997458,-8037294,-8695735,-9091265,-8564159,-9220540,-7113879,-5598579,-10723994,-9539465,-7633271,-6712424,-6978168,-8622739,-8887463,-5863298,-4414305,-5860718,-6049350,-1904913,-5261887,-7372928,-7771294,-7378853,-7115938,-7445414,-7639444,-7111041,-4137496,-6373672,-8350809,-10657172,-13554639,-10729410,-8100272,-7969197,-12242125,-9086896,-7821890,-9074275,-10853265,-12106422,-11120820,-8756920,-8428470,-8494520,-9480640,-8892870,?
394,'2019/09/24 10:49:53:901',7,-9938609,-6583167,-9411237,-5656918,-7829112,-8624549,-7706795,-7772843,-7707306,-7837864,-10464947,-9609384,-8099233,-6915988,-6983839,-7248038,-7379366,-8037036,-6653322,-6848131,-7434090,-9412771,-8953248,-6318698,-7832710,-10795712,-11715522,-5402740,-3297366,-6255732,-8553085,-10199198,-9146256,-5594724,-7502974,-10729665,-9349825,-3298142,-2639948,-4348765,-11318707,-10398121,-5996431,-7445420,-8497844,-8235705,-7905462,-7444905,-5074554,-4086368,-11317935,-10660263,-5997458,-8037550,-8630199,-9091521,-8564414,-9220540,-7048343,-5598578,-10723995,-9539720,-7633271,-6712423,-6977911,-8688276,-8887463,-5863298,-4348769,-5860718,-6049350,-1970449,-5262143,-7372671,-7771293,-7378853,-7115938,-7445414,-7639445,-7045249,-4137497,-6373672,-8350810,-10657172,-13554894,-10729409,-8034737,-7969196,-12307661,-9086896,-7821634,-9074276,-10853265,-12106423,-11120820,-8757175,-8428471,-8494522,-9480640,-8892615,?
395,'2019/09/24 10:49:53:933',7,-9938607,-6583167,-9345956,-5656918,-7829112,-8624549,-7706795,-7772844,-7707305,-7837863,-10464947,-9609127,-8099490,-6981781,-6984095,-7248039,-7313830,-7971499,-6587531,-6848131,-7434090,-9478307,-8953248,-6252904,-7766918,-10795711,-11715522,-5402483,-3297366,-6321269,-8684156,-10199198,-9146255,-5594724,-7502974,-10729665,-9349826,-3232605,-2639949,-4283485,-11318706,-10398121,-5996429,-7445420,-8497844,-8235704,-7905462,-7445162,-5074554,-4086624,-11317935,-10660263,-6062737,-8037294,-8695735,-9091266,-8564414,-9155003,-7048087,-5598579,-10789531,-9539464,-7633528,-6712167,-6978167,-8688275,-8887463,-5863042,-4348769,-5860718,-6049351,-1970193,-5261887,-7372671,-7771293,-7378853,-7115938,-7379879,-7639446,-7045505,-4203032,-6308136,-8351065,-10657171,-13554639,-10729410,-8034737,-7969197,-12307917,-9021104,-7821634,-9139813,-10853521,-12106422,-11120820,-8756920,-8428471,-8494776,-9415104,-8892870,?
396,'2019/09/24 10:49:53:966',7,-9938607,-6583167,-9345956,-5656918,-7829112,-8624549,-7706795,-7772844,-7707305,-7837863,-10464947,-9609127,-8099490,-6981781,-6984095,-7248039,-7313830,-7971499,-6587531,-6848131,-7434090,-9478307,-8953248,-6252904,-7766918,-10795711,-11715522,-5402483,-3297366,-6321269,-8684156,-10199198,-9146255,-5594724,-7502974,-10729665,-9349826,-3232605,-2639949,-4283485,-11318706,-10398121,-5996429,-7445420,-8497844,-8235704,-7905462,-7445162,-5074554,-4086624,-11317935,-10660263,-6062737,-8037294,-8695735,-9091266,-8564414,-9155003,-7048087,-5598579,-10789531,-9539464,-7633528,-6712167,-6978167,-8688275,-8887463,-5863042,-4348769,-5860718,-6049351,-1970193,-5261887,-7372671,-7771293,-7378853,-7115938,-7379879,-7639446,-7045505,-4203032,-6308136,-8351065,-10657171,-13554639,-10729410,-8034737,-7969197,-12307917,-9021104,-7821634,-9139813,-10853521,-12106422,-11120820,-8756920,-8428471,-8494776,-9415104,-8892870,?
397,'2019/09/24 10:49:54:000',7,-9938609,-6583167,-9411493,-5657174,-7829113,-8624549,-7706795,-7707563,-7641770,-7837864,-10465202,-9543592,-8033954,-7047831,-7049888,-7248039,-7313829,-8036779,-6521738,-6782595,-7499626,-9478307,-9018783,-6186599,-7766917,-10730176,-11715522,-5402482,-3231829,-6255732,-8618620,-10199453,-9146255,-5594981,-7502974,-10729665,-9349825,-3298142,-2639949,-4283228,-11318707,-10397865,-5996430,-7445420,-8432308,-8104120,-7905461,-7510442,-5140346,-4086624,-11317935,-10660263,-5997458,-8103086,-8695735,-8894144,-8564158,-9154748,-7048086,-5664115,-10723994,-9473928,-7633528,-6712166,-6977910,-8688275,-8887207,-5797505,-4283232,-5860718,-6049351,-2035729,-5196351,-7372671,-7705757,-7378853,-7115938,-7445414,-7770774,-6979713,-4203032,-6373672,-8350810,-10656915,-13554894,-10729409,-8034738,-8034732,-12438990,-8889774,-7821891,-9074021,-10853520,-12106422,-11120820,-8756919,-8428471,-8494521,-9414847,-8892614,?
398,'2019/09/24 10:49:54:033',7,-9938865,-6583168,-9411493,-5657174,-7829113,-8624549,-7706794,-7707563,-7641769,-7772327,-10464947,-9543592,-8099490,-7113624,-7049889,-7248039,-7313574,-8036778,-6587274,-6782594,-7434346,-9478563,-8952991,-6186598,-7701381,-10729920,-11715522,-5402483,-3231829,-6255732,-8618620,-10199198,-9146256,-5660517,-7503230,-10729664,-9415362,-3298142,-2639949,-4283229,-11384243,-10398121,-5996430,-7445420,-8497844,-8104120,-7905461,-7444906,-5140090,-4086368,-11317934,-10725799,-5997201,-8103086,-8630198,-8828608,-8564158,-9154748,-7048086,-5664371,-10723995,-9539464,-7633527,-6646631,-6977911,-8688274,-8887207,-5797506,-4348513,-5926510,-6049351,-2035729,-5261886,-7438207,-7705757,-7378852,-7115938,-7445414,-7770774,-6979456,-4137497,-6373671,-8350810,-10656916,-13554894,-10729410,-8034737,-8034733,-12504782,-8889518,-7756354,-9074276,-10853264,-12106422,-11120819,-8756920,-8428471,-8494521,-9349311,-8892869,?
399,'2019/09/24 10:49:54:067',7,-10004400,-6583167,-9411492,-5657174,-7829369,-8559013,-7706794,-7707307,-7707306,-7837864,-10465202,-9543592,-8099491,-7179161,-7049889,-7248039,-7313574,-7971243,-6521737,-6782595,-7499626,-9478563,-9018527,-6186597,-7701381,-10729920,-11649986,-5336690,-3231830,-6255733,-8684156,-10199198,-9146255,-5594981,-7503231,-10729665,-9349826,-3298141,-2639948,-4348765,-11318707,-10398121,-5930893,-7511213,-8497843,-8104375,-7839925,-7444906,-5074553,-4086625,-11317935,-10725799,-5997201,-8103087,-8629943,-8828608,-8564158,-9154748,-7048087,-5598835,-10723995,-9473928,-7633528,-6646630,-6912375,-8688275,-8887462,-5797504,-4348512,-5926511,-6049351,-2035729,-5196351,-7372671,-7771293,-7378852,-7115937,-7445159,-7770773,-6979456,-4137497,-6308136,-8350810,-10591636,-13554639,-10729409,-8034736,-7969453,-12505039,-8823981,-7756354,-9074276,-10919057,-12106422,-11120821,-8757175,-8428471,-8494521,-9414846,-8892614,?
400,'2019/09/24 10:49:54:100',7,-10004400,-6583167,-9411492,-5656917,-7829369,-8624549,-7706794,-7707307,-7641770,-7837865,-10464947,-9543591,-8099491,-7179417,-7049889,-7248038,-7313574,-7971243,-6521481,-6782595,-7499626,-9478307,-9018527,-6186598,-7766917,-10730175,-11715522,-5336691,-3231830,-6255732,-8618620,-10199198,-9146255,-5594980,-7503231,-10729665,-9349825,-3232605,-2639948,-4283229,-11318962,-10398121,-5930894,-7576749,-8432308,-8104376,-7905460,-7444906,-5074553,-4152160,-11317934,-10660263,-5997202,-8103343,-8630199,-8894144,-8498622,-9155004,-7048086,-5598835,-10723994,-9473929,-7633528,-6646631,-6912375,-8688275,-8887207,-5797505,-4348768,-5926510,-5983558,-2035729,-5196351,-7372671,-7705758,-7378852,-7115938,-7445159,-7770774,-6913920,-4137753,-6373672,-8351066,-10657172,-13554639,-10663617,-8034482,-7969452,-12505039,-8758189,-7821890,-9074276,-10919057,-12106422,-11120820,-8757175,-8362934,-8494521,-9349311,-8892614,?
401,'2019/09/24 10:49:54:133',7,-9938864,-6583168,-9345956,-5591382,-7763833,-8559013,-7706794,-7772843,-7707305,-7772327,-10464947,-9543592,-8034211,-7179418,-7050145,-7248038,-7379109,-7971242,-6521481,-6782595,-7434090,-9478307,-9018527,-6120805,-7701125,-10729919,-11649985,-5336946,-3231829,-6255732,-8618620,-10199198,-9146256,-5660517,-7502975,-10729665,-9349826,-3298141,-2639948,-4283229,-11318707,-10397865,-5930893,-7576748,-8432308,-8104375,-7905461,-7444906,-5074553,-4086624,-11317935,-10660263,-5997201,-8103086,-8630199,-8894144,-8498621,-9155004,-7048086,-5598835,-10723995,-9473929,-7633527,-6712166,-6977911,-8688275,-8887207,-5797505,-4348768,-5860975,-5983558,-1970449,-5262144,-7372671,-7705757,-7378852,-7115937,-7445414,-7770774,-6913920,-4137497,-6373672,-8350809,-10657172,-13554894,-10729409,-8034737,-8034733,-12570319,-8823726,-7821635,-9074277,-10853521,-12106422,-11120820,-8822456,-8428470,-8494521,-9414847,-8958151,?
402,'2019/09/24 10:51:10:667',8,-8952226,-5925492,-9543334,-6249051,-8289660,-9939119,-9613246,-10336458,-9088457,-10407382,-9545391,-9149348,-9543076,-5921886,-8092795,-9281446,-9349819,-11913682,-7839400,-5928315,-8097165,-9675944,-9673371,-5921109,-8027002,-9543591,-10466499,-8426910,-4808284,-5662565,-6446678,-7178127,-9541270,-5987675,-7961721,-11780292,-11452103,-6059643,-4677470,-5727069,-11582134,-7113107,-7969187,-6983841,-9284784,-8957367,-9285055,-6785172,-5598061,-6582122,-11975608,-8427679,-9088440,-9483967,-9681854,-9880776,-9287619,-9878470,-8231582,-6518132,-11514537,-10989224,-11189437,-10664637,-8955562,-9217965,-10073280,-7704988,-6124149,-6847354,-8813425,-4207921,-5330263,-8560551,-9084062,-11187121,-9216174,-6125183,-5795180,-7504254,-4137497,-5386523,-8087122,-7704729,-9284532,-10006971,-9020344,-6651013,-7175804,-9807265,-7820862,-9139294,-10391938,-9740192,-8429483,-9810621,-10139328,-8625065,-9678001,-10994115,?
